	0	1	2	3	4	5	6	7	8	9
Sentence3881	('model1-model2', 0.9630818339872204)	('model1-model3', 0.9579389640386956)	('model1-model4', 0.9574669085132614)	('model1-model5', 0.9657508850819005)	('model2-model3', 0.996116823247821)	('model2-model4', 0.9908621937956665)	('model2-model5', 0.9850560536456642)	('model3-model4', 0.9961418733667425)	('model3-model5', 0.9769426988640865)	('model4-model5', 0.9766188384594271)
Sentence3882	('model1-model2', 0.9966579875952983)	('model1-model3', 0.999567380792139)	('model1-model4', 0.9987694219793707)	('model1-model5', 0.9985578910507493)	('model2-model3', 0.9942507614787858)	('model2-model4', 0.9989330608474498)	('model2-model5', 0.9945482380576697)	('model3-model4', 0.9975989175952309)	('model3-model5', 0.9991689260310422)	('model4-model5', 0.9981626216964196)
Sentence3883	('model1-model2', 0.9818999908374662)	('model1-model3', 0.9903751369442765)	('model1-model4', 0.9939744143531749)	('model1-model5', 0.9923777537167552)	('model2-model3', 0.9876108779414788)	('model2-model4', 0.9909451710240426)	('model2-model5', 0.9905724352858527)	('model3-model4', 0.9974389834422018)	('model3-model5', 0.9983923378291183)	('model4-model5', 0.9989984669898956)
Sentence3884	('model1-model2', 0.996600957266508)	('model1-model3', 0.996600957266508)	('model1-model4', 0.996600957266508)	('model1-model5', 0.9981878659813116)	('model2-model3', 1.0)	('model2-model4', 1.0)	('model2-model5', 0.9942491827383397)	('model3-model4', 1.0)	('model3-model5', 0.9942491827383397)	('model4-model5', 0.9942491827383397)
Sentence3885	('model1-model2', 0.9811140071865495)	('model1-model3', 0.9212847660944647)	('model1-model4', 0.9603035692612147)	('model1-model5', 0.9937322626412413)	('model2-model3', 0.9040507133494738)	('model2-model4', 0.9290038572505953)	('model2-model5', 0.9776923610938036)	('model3-model4', 0.9542013806719762)	('model3-model5', 0.9233982671965503)	('model4-model5', 0.9564744222956368)
Sentence3886	('model1-model2', 0.9485602089534606)	('model1-model3', 0.9999999999999999)	('model1-model4', 0.9871905049027117)	('model1-model5', 0.9999999999999999)	('model2-model3', 0.9485602089534606)	('model2-model4', 0.9451647763390043)	('model2-model5', 0.9485602089534606)	('model3-model4', 0.9871905049027117)	('model3-model5', 0.9999999999999999)	('model4-model5', 0.9871905049027117)
Sentence3887	('model1-model2', 0.30585961912257736)	('model1-model3', 0.9577954954312402)	('model1-model4', 0.8161165889655105)	('model1-model5', 0.39811682785555597)	('model2-model3', 0.34045782302132027)	('model2-model4', 0.48695385833811394)	('model2-model5', 0.29403470120208847)	('model3-model4', 0.9120995383284808)	('model3-model5', 0.4598924010131327)	('model4-model5', 0.35548468692989327)
Sentence3888	('model1-model2', 0.9955157019316594)	('model1-model3', 0.9843641169777744)	('model1-model4', 0.9973710646858376)	('model1-model5', 0.9935945129212824)	('model2-model3', 0.9855498716543915)	('model2-model4', 0.9961977383192113)	('model2-model5', 0.9977327182893413)	('model3-model4', 0.9817782408690867)	('model3-model5', 0.9846628771573503)	('model4-model5', 0.9927663882407366)
Sentence3889	('model1-model2', 0.9788981841922783)	('model1-model3', 0.9689391981534333)	('model1-model4', 0.9788981841922783)	('model1-model5', 0.9905872621276316)	('model2-model3', 0.9938814089852976)	('model2-model4', 1.0000000000000002)	('model2-model5', 0.9666714614710512)	('model3-model4', 0.9938814089852976)	('model3-model5', 0.9709047460101141)	('model4-model5', 0.9666714614710512)
Sentence3890	('model1-model2', 0.9660833213295393)	('model1-model3', 0.9701029823343561)	('model1-model4', 0.9709058940473013)	('model1-model5', 0.9720082957701913)	('model2-model3', 0.9799288238102722)	('model2-model4', 0.9773026118982242)	('model2-model5', 0.9776072762459275)	('model3-model4', 0.9886689563902165)	('model3-model5', 0.9671330729861441)	('model4-model5', 0.9640273647723933)
Sentence3891	('model1-model2', 0.9991525124316366)	('model1-model3', 0.9965630334657709)	('model1-model4', 1.0)	('model1-model5', 0.9960693807314666)	('model2-model3', 0.9991281793069062)	('model2-model4', 0.9991525124316366)	('model2-model5', 0.9969142531677507)	('model3-model4', 0.9965630334657709)	('model3-model5', 0.9960451226925988)	('model4-model5', 0.9960693807314666)
Sentence3892	('model1-model2', 0.990201422759074)	('model1-model3', 0.9749231546405905)	('model1-model4', 0.9865650845186004)	('model1-model5', 0.9847571227399535)	('model2-model3', 0.9922549586054368)	('model2-model4', 0.9981799332240119)	('model2-model5', 0.9945848676728134)	('model3-model4', 0.9956512045960025)	('model3-model5', 0.9967362352788134)	('model4-model5', 0.9963860160973587)
Sentence3893	('model1-model2', 0.9899278008133685)	('model1-model3', 0.9885774321380107)	('model1-model4', 0.9885774321380107)	('model1-model5', 0.9869550446547699)	('model2-model3', 0.9894148770570407)	('model2-model4', 0.9894148770570407)	('model2-model5', 0.9966329966329966)	('model3-model4', 0.9999999999999999)	('model3-model5', 0.9863132630223791)	('model4-model5', 0.9863132630223791)
Sentence3894	('model1-model2', 0.9154420887178172)	('model1-model3', 0.9222968177603174)	('model1-model4', 0.9623228831123899)	('model1-model5', 0.9538132466838123)	('model2-model3', 0.9558996540269264)	('model2-model4', 0.9325957071343134)	('model2-model5', 0.9390641166862718)	('model3-model4', 0.9736568710601202)	('model3-model5', 0.9649595966744886)	('model4-model5', 0.9427184347833744)
Sentence3895	('model1-model2', 0.9917917442582052)	('model1-model3', 0.9934264273995562)	('model1-model4', 0.9964316759618663)	('model1-model5', 0.947971134943091)	('model2-model3', 0.9950596007051487)	('model2-model4', 0.9938453286909842)	('model2-model5', 0.9450298734661426)	('model3-model4', 0.9962314936275404)	('model3-model5', 0.9545035480265524)	('model4-model5', 0.9498615431306161)
Sentence3896	('model1-model2', 0.968832874603356)	('model1-model3', 0.9920549722098979)	('model1-model4', 0.9951228128029386)	('model1-model5', 0.9818851068286087)	('model2-model3', 0.9703374620822893)	('model2-model4', 0.9780948837913762)	('model2-model5', 0.9759908501286699)	('model3-model4', 0.9925908111524756)	('model3-model5', 0.9766256247910057)	('model4-model5', 0.9862816631930886)
Sentence3897	('model1-model2', 0.9867353232452917)	('model1-model3', 0.9727591963083103)	('model1-model4', 0.9867353232452917)	('model1-model5', 0.9867353232452917)	('model2-model3', 0.9879310545083293)	('model2-model4', 1.0)	('model2-model5', 1.0)	('model3-model4', 0.9879310545083293)	('model3-model5', 0.9879310545083293)	('model4-model5', 1.0)
Sentence3898	('model1-model2', 0.9945306284519299)	('model1-model3', 0.9988212788763335)	('model1-model4', 0.9928231619850966)	('model1-model5', 0.9928231619850966)	('model2-model3', 0.9922309263714085)	('model2-model4', 0.9932067164569648)	('model2-model5', 0.9932067164569648)	('model3-model4', 0.9906064092203737)	('model3-model5', 0.9906064092203737)	('model4-model5', 0.9999999999999999)
Sentence3899	('model1-model2', 0.9943246018066362)	('model1-model3', 0.9714885811903247)	('model1-model4', 0.9826713353326878)	('model1-model5', 0.9740611791478456)	('model2-model3', 0.9807529865512793)	('model2-model4', 0.9908889846665325)	('model2-model5', 0.9837207962223493)	('model3-model4', 0.9960196023077916)	('model3-model5', 0.9978502046906222)	('model4-model5', 0.9963440370921703)
Sentence3900	('model1-model2', 0.7431605356175384)	('model1-model3', 0.9102991273635126)	('model1-model4', 0.9701425001453319)	('model1-model5', 0.6659120918162919)	('model2-model3', 0.7372097807744858)	('model2-model4', 0.7660323462854266)	('model2-model5', 0.6933752452815365)	('model3-model4', 0.9383148632568366)	('model3-model5', 0.6951816970931012)	('model4-model5', 0.6864064729836442)
Sentence3901	('model1-model2', 0.9897443919913852)	('model1-model3', 0.9897443919913852)	('model1-model4', 0.9897443919913852)	('model1-model5', 0.9897443919913852)	('model2-model3', 1.0)	('model2-model4', 1.0)	('model2-model5', 1.0)	('model3-model4', 1.0)	('model3-model5', 1.0)	('model4-model5', 1.0)
Sentence3902	('model1-model2', 0.9976164281177372)	('model1-model3', 0.9625213354038005)	('model1-model4', 1.0)	('model1-model5', 0.9817167700344255)	('model2-model3', 0.9597979585371711)	('model2-model4', 0.9976164281177372)	('model2-model5', 0.9791577363977845)	('model3-model4', 0.9625213354038005)	('model3-model5', 0.9845456725033507)	('model4-model5', 0.9817167700344255)
Sentence3903	('model1-model2', 0.916148425173286)	('model1-model3', 0.9517963666913547)	('model1-model4', 0.9770409279632927)	('model1-model5', 0.9828764297911585)	('model2-model3', 0.9450984562060438)	('model2-model4', 0.9244255618846366)	('model2-model5', 0.8954244242714964)	('model3-model4', 0.9738552738979116)	('model3-model5', 0.940901928851131)	('model4-model5', 0.9680589613515826)
Sentence3904	('model1-model2', 0.9943254851287551)	('model1-model3', 0.9938260914921139)	('model1-model4', 0.9793501445616992)	('model1-model5', 0.9668178950067396)	('model2-model3', 0.9982263040470327)	('model2-model4', 0.972381002154454)	('model2-model5', 0.9752957472890239)	('model3-model4', 0.9770930067305021)	('model3-model5', 0.9783106881488866)	('model4-model5', 0.9802861627917436)
Sentence3905	('model1-model2', 0.9095614022152694)	('model1-model3', 0.9820807947825163)	('model1-model4', 0.9820807947825163)	('model1-model5', 0.9802319309005744)	('model2-model3', 0.878705693984185)	('model2-model4', 0.878705693984185)	('model2-model5', 0.8773108614711531)	('model3-model4', 0.9999999999999999)	('model3-model5', 0.9996123269971805)	('model4-model5', 0.9996123269971805)
Sentence3906	('model1-model2', 0.9658612447571852)	('model1-model3', 0.878315492731079)	('model1-model4', 0.9335170586158701)	('model1-model5', 0.9844708422431271)	('model2-model3', 0.8943341329763587)	('model2-model4', 0.9403215734675353)	('model2-model5', 0.9750640433481286)	('model3-model4', 0.9535027172980183)	('model3-model5', 0.9005219566562331)	('model4-model5', 0.9473141811017781)
Sentence3907	('model1-model2', 0.9846961818394567)	('model1-model3', 0.9810622621341931)	('model1-model4', 0.9801072238727707)	('model1-model5', 0.9659316749218753)	('model2-model3', 0.9841263545584473)	('model2-model4', 0.987054724583648)	('model2-model5', 0.98107118530555)	('model3-model4', 0.9840692140829573)	('model3-model5', 0.9827750238242852)	('model4-model5', 0.9802995986393989)
Sentence3908	('model1-model2', 0.9988713966642739)	('model1-model3', 0.9982625958323229)	('model1-model4', 0.9744003869193131)	('model1-model5', 0.9713731350616331)	('model2-model3', 0.9980505891405671)	('model2-model4', 0.9822625250241386)	('model2-model5', 0.9673776590175821)	('model3-model4', 0.9831479384637137)	('model3-model5', 0.9668396924069023)	('model4-model5', 0.9313225370424618)
Sentence3909	('model1-model2', 0.8927822904341516)	('model1-model3', 0.9566067023247538)	('model1-model4', 0.984564809499459)	('model1-model5', 0.8887528795714547)	('model2-model3', 0.8767945989619056)	('model2-model4', 0.9113423234684268)	('model2-model5', 0.9025419790150205)	('model3-model4', 0.9659092088013586)	('model3-model5', 0.8641585652180932)	('model4-model5', 0.9030116544033014)
Sentence3910	('model1-model2', 0.7087301278097357)	('model1-model3', 0.9254660700749407)	('model1-model4', 0.9630787294846751)	('model1-model5', 0.6583651931800858)	('model2-model3', 0.8271902137583014)	('model2-model4', 0.6162485667906654)	('model2-model5', 0.9965029860082172)	('model3-model4', 0.9077644885816564)	('model3-model5', 0.7846039663388703)	('model4-model5', 0.5630061541936023)
Sentence3911	('model1-model2', 0.977800078319034)	('model1-model3', 0.9766700190811352)	('model1-model4', 0.9728444638006581)	('model1-model5', 0.9878492172612704)	('model2-model3', 0.988931538920586)	('model2-model4', 0.9869629696790264)	('model2-model5', 0.9754237418866049)	('model3-model4', 0.9894715198594365)	('model3-model5', 0.9788754315504681)	('model4-model5', 0.9641713063155697)
Sentence3912	('model1-model2', 0.9968242368136374)	('model1-model3', 0.9968242368136374)	('model1-model4', 0.9944459066551014)	('model1-model5', 0.9929676032272562)	('model2-model3', 1.0)	('model2-model4', 0.9978823599419443)	('model2-model5', 0.9944121570956159)	('model3-model4', 0.9978823599419443)	('model3-model5', 0.9944121570956159)	('model4-model5', 0.9941864512702122)
Sentence3913	('model1-model2', 0.9669670599920207)	('model1-model3', 0.9875549750462062)	('model1-model4', 0.9924628636889175)	('model1-model5', 0.9911693492545947)	('model2-model3', 0.9732464551518322)	('model2-model4', 0.9806560345907042)	('model2-model5', 0.982098529237903)	('model3-model4', 0.9924722743456367)	('model3-model5', 0.9922225700818557)	('model4-model5', 0.9942384347619003)
Sentence3914	('model1-model2', 0.9919265774137749)	('model1-model3', 0.9831106469908418)	('model1-model4', 0.9849319389498195)	('model1-model5', 0.9777888651977334)	('model2-model3', 0.9843593725925737)	('model2-model4', 0.9918170971732471)	('model2-model5', 0.9871222427122761)	('model3-model4', 0.9834113235765385)	('model3-model5', 0.9873458054348132)	('model4-model5', 0.9873984614898536)
Sentence3915	('model1-model2', 0.9837005029082436)	('model1-model3', 0.9460802231768203)	('model1-model4', 0.9666582743501199)	('model1-model5', 0.9770135372038091)	('model2-model3', 0.9048955138666526)	('model2-model4', 0.9269253025867664)	('model2-model5', 0.956450011045385)	('model3-model4', 0.9502298192106773)	('model3-model5', 0.9616169883179089)	('model4-model5', 0.9637746311360148)
Sentence3916	('model1-model2', 0.9279607271383371)	('model1-model3', 0.9718253158075499)	('model1-model4', 0.9166666666666666)	('model1-model5', 0.9722222222222222)	('model2-model3', 0.9548637106322311)	('model2-model4', 0.8381580761249496)	('model2-model5', 0.9279607271383371)	('model3-model4', 0.8860760232362955)	('model3-model5', 0.9432422182837985)	('model4-model5', 0.8888888888888888)
Sentence3917	('model1-model2', 0.9801922499772485)	('model1-model3', 0.9836097997608202)	('model1-model4', 0.9749873738602233)	('model1-model5', 0.9800511520080833)	('model2-model3', 0.9911639077268503)	('model2-model4', 0.9926764012174849)	('model2-model5', 0.9874379667562073)	('model3-model4', 0.9827238624504269)	('model3-model5', 0.9897571727036147)	('model4-model5', 0.9947229183096801)
Sentence3918	('model1-model2', 0.9668445339340667)	('model1-model3', 0.9238214386956507)	('model1-model4', 0.9800647784319889)	('model1-model5', 0.9238214386956507)	('model2-model3', 0.9397346172285485)	('model2-model4', 0.9622807552728592)	('model2-model5', 0.9397346172285485)	('model3-model4', 0.9114654303753)	('model3-model5', 1.0000000000000002)	('model4-model5', 0.9114654303753)
Sentence3919	('model1-model2', 0.9726967003455269)	('model1-model3', 0.9910081668184008)	('model1-model4', 0.9910081668184008)	('model1-model5', 0.9868703275903379)	('model2-model3', 0.9751072069107433)	('model2-model4', 0.9751072069107433)	('model2-model5', 0.963734739535539)	('model3-model4', 0.9999999999999999)	('model3-model5', 0.9707197941566386)	('model4-model5', 0.9707197941566386)
Sentence3920	('model1-model2', 0.9613103292472983)	('model1-model3', 0.9613103292472983)	('model1-model4', 0.9613103292472983)	('model1-model5', 0.9613103292472983)	('model2-model3', 1.0)	('model2-model4', 1.0)	('model2-model5', 1.0)	('model3-model4', 1.0)	('model3-model5', 1.0)	('model4-model5', 1.0)
Sentence3921	('model1-model2', 0.5570165072699896)	('model1-model3', 0.7353631752488141)	('model1-model4', 0.9151495508131465)	('model1-model5', 0.6796851991235007)	('model2-model3', 0.8607589769782832)	('model2-model4', 0.7741041471017887)	('model2-model5', 0.9187909847638589)	('model3-model4', 0.9373951026046747)	('model3-model5', 0.9726737119420953)	('model4-model5', 0.8998440811020091)
Sentence3922	('model1-model2', 0.9887928182153408)	('model1-model3', 0.9887928182153408)	('model1-model4', 0.9924547069584412)	('model1-model5', 0.9929280629538877)	('model2-model3', 1.0000000000000002)	('model2-model4', 0.9946269805117643)	('model2-model5', 0.9939737999791325)	('model3-model4', 0.9946269805117643)	('model3-model5', 0.9939737999791325)	('model4-model5', 0.9983025565037376)
