	0	1	2	3	4	5	6	7	8	9
Sentence3806	('model1-model2', 0.9983797417031742)	('model1-model3', 0.9983797417031742)	('model1-model4', 0.9767890459333859)	('model1-model5', 0.9983797417031742)	('model2-model3', 0.9999999999999999)	('model2-model4', 0.9771461276669702)	('model2-model5', 0.9999999999999999)	('model3-model4', 0.9771461276669702)	('model3-model5', 0.9999999999999999)	('model4-model5', 0.9771461276669702)
Sentence3807	('model1-model2', 0.9872560912448484)	('model1-model3', 0.9499474887316665)	('model1-model4', 0.9733285267845753)	('model1-model5', 0.9462916232627815)	('model2-model3', 0.9457080420591303)	('model2-model4', 0.9654268405572425)	('model2-model5', 0.9776474334756886)	('model3-model4', 0.9759782669371166)	('model3-model5', 0.9389158011040616)	('model4-model5', 0.9444444444444446)
Sentence3808	('model1-model2', 0.9740287741927521)	('model1-model3', 0.9942200508911534)	('model1-model4', 0.9978755562898086)	('model1-model5', 0.9841998128450703)	('model2-model3', 0.979309720238816)	('model2-model4', 0.9682314309476973)	('model2-model5', 0.9827166871623857)	('model3-model4', 0.9913144821476804)	('model3-model5', 0.986671297454823)	('model4-model5', 0.9796665087604658)
Sentence3809	('model1-model2', 0.9959637610183028)	('model1-model3', 0.995513423836228)	('model1-model4', 0.9939070582492187)	('model1-model5', 0.9975559694415826)	('model2-model3', 0.9972468068283992)	('model2-model4', 0.996092328149516)	('model2-model5', 0.9986206949398458)	('model3-model4', 0.9970825433357207)	('model3-model5', 0.99868225131268)	('model4-model5', 0.9962451915588362)
Sentence3810	('model1-model2', 0.9935274400808205)	('model1-model3', 0.9897469140100928)	('model1-model4', 0.9845781725250393)	('model1-model5', 0.9891051295182478)	('model2-model3', 0.9867967802605517)	('model2-model4', 0.9790886174324216)	('model2-model5', 0.989384489946476)	('model3-model4', 0.9899064977177477)	('model3-model5', 0.9986547274975096)	('model4-model5', 0.987984790968962)
Sentence3811	('model1-model2', 0.986200049372934)	('model1-model3', 0.9821236832160489)	('model1-model4', 0.987124315582599)	('model1-model5', 0.9807793353120585)	('model2-model3', 0.9880718428285589)	('model2-model4', 0.9926001787870139)	('model2-model5', 0.9772538056484954)	('model3-model4', 0.9961121842333153)	('model3-model5', 0.9679916704268419)	('model4-model5', 0.979523879267507)
Sentence3812	('model1-model2', 0.9954602258521238)	('model1-model3', 0.9906974722292782)	('model1-model4', 1.0)	('model1-model5', 0.99321319365875)	('model2-model3', 0.9857589923513006)	('model2-model4', 0.9954602258521238)	('model2-model5', 0.9879195263882262)	('model3-model4', 0.9906974722292782)	('model3-model5', 0.992945665814605)	('model4-model5', 0.99321319365875)
Sentence3813	('model1-model2', 0.8238402226758921)	('model1-model3', 0.89819170248222)	('model1-model4', 0.8369546143275306)	('model1-model5', 0.7524293208210939)	('model2-model3', 0.9547234564684419)	('model2-model4', 0.9422232475097406)	('model2-model5', 0.583617128655922)	('model3-model4', 0.9540649589664626)	('model3-model5', 0.5571746625031582)	('model4-model5', 0.5903860748205082)
Sentence3814	('model1-model2', 0.9702164411156877)	('model1-model3', 0.8420324923030926)	('model1-model4', 0.8468017304727874)	('model1-model5', 0.9361288289677204)	('model2-model3', 0.8104988246340905)	('model2-model4', 0.8515268869599399)	('model2-model5', 0.9338270844946671)	('model3-model4', 0.9466382788624977)	('model3-model5', 0.8483550214091158)	('model4-model5', 0.8947540418023477)
Sentence3815	('model1-model2', 0.9828587887755132)	('model1-model3', 0.9859233538762291)	('model1-model4', 0.986129093838176)	('model1-model5', 0.986129093838176)	('model2-model3', 0.9789793025110074)	('model2-model4', 0.9788227370974821)	('model2-model5', 0.9788227370974821)	('model3-model4', 0.999488635169862)	('model3-model5', 0.999488635169862)	('model4-model5', 1.0)
Sentence3816	('model1-model2', 0.9625076140071466)	('model1-model3', 0.9922852711260166)	('model1-model4', 0.982470430435951)	('model1-model5', 0.9922852711260166)	('model2-model3', 0.9672412085697938)	('model2-model4', 0.9724076993098498)	('model2-model5', 0.9672412085697938)	('model3-model4', 0.9847867170351052)	('model3-model5', 0.9911111111111109)	('model4-model5', 0.980130515063308)
Sentence3817	('model1-model2', 0.9826924368249393)	('model1-model3', 0.9682907914640833)	('model1-model4', 0.9860698008733889)	('model1-model5', 0.9791288648973254)	('model2-model3', 0.985412463240996)	('model2-model4', 0.9839089642992835)	('model2-model5', 0.9690024222663672)	('model3-model4', 0.9767421296955817)	('model3-model5', 0.9754334696161076)	('model4-model5', 0.9703479809308132)
Sentence3818	('model1-model2', 0.9903379376602872)	('model1-model3', 0.9365696075347446)	('model1-model4', 0.9365696075347446)	('model1-model5', 0.9903379376602872)	('model2-model3', 0.9275204136012636)	('model2-model4', 0.9275204136012636)	('model2-model5', 0.980769230769231)	('model3-model4', 1.0)	('model3-model5', 0.9275204136012636)	('model4-model5', 0.9275204136012636)
Sentence3819	('model1-model2', 0.9769135762835314)	('model1-model3', 0.9794473926800036)	('model1-model4', 0.9695119498315127)	('model1-model5', 0.3307398413509619)	('model2-model3', 0.9974465350438042)	('model2-model4', 0.9877999012381562)	('model2-model5', 0.3286237617803138)	('model3-model4', 0.9836128869691053)	('model3-model5', 0.32904372842040236)	('model4-model5', 0.26961572556407504)
Sentence3820	('model1-model2', 0.9969030472216484)	('model1-model3', 0.9952456411058762)	('model1-model4', 0.9959039806904637)	('model1-model5', 0.9990291147772226)	('model2-model3', 0.9969239330385983)	('model2-model4', 0.9978359119887645)	('model2-model5', 0.9953049882341788)	('model3-model4', 0.9961636860204709)	('model3-model5', 0.9915394056632216)	('model4-model5', 0.9932798549175178)
Sentence3821	('model1-model2', 0.9864097488836652)	('model1-model3', 0.9613031285558866)	('model1-model4', 0.9616984370620293)	('model1-model5', 0.9616984370620293)	('model2-model3', 0.9531965005722774)	('model2-model4', 0.9677337496622022)	('model2-model5', 0.980045883881823)	('model3-model4', 0.9681398917658008)	('model3-model5', 0.9388829170146366)	('model4-model5', 0.9736842105263159)
Sentence3822	('model1-model2', 0.9830326480045524)	('model1-model3', 0.9586107492700556)	('model1-model4', 0.9433809609804796)	('model1-model5', 0.8934795112453976)	('model2-model3', 0.9411406176553783)	('model2-model4', 0.9328294269976597)	('model2-model5', 0.9438244527989034)	('model3-model4', 0.9593816160175436)	('model3-model5', 0.8777785435766766)	('model4-model5', 0.8597493911337534)
Sentence3823	('model1-model2', 0.9955322762427925)	('model1-model3', 0.7644294722274942)	('model1-model4', 0.600166736143277)	('model1-model5', 0.8594717181159862)	('model2-model3', 0.7413428264466313)	('model2-model4', 0.5860829646495666)	('model2-model5', 0.8517371023546644)	('model3-model4', 0.8809202053326198)	('model3-model5', 0.9315885051121783)	('model4-model5', 0.9001487972234686)
Sentence3824	('model1-model2', 0.9781926178170517)	('model1-model3', 0.976347671249281)	('model1-model4', 0.9806681459444596)	('model1-model5', 0.9729175545617781)	('model2-model3', 0.9622392695228336)	('model2-model4', 0.9812159138057471)	('model2-model5', 0.9717764858773577)	('model3-model4', 0.9873764772794266)	('model3-model5', 0.9892520616907736)	('model4-model5', 0.9854667590273753)
Sentence3825	('model1-model2', 0.651578501888759)	('model1-model3', 0.6414921888540123)	('model1-model4', 0.6635928615858157)	('model1-model5', 0.6410989492731319)	('model2-model3', 0.9762406609911836)	('model2-model4', 0.9663194657046438)	('model2-model5', 0.9224798609001552)	('model3-model4', 0.9492760752111432)	('model3-model5', 0.9359963749716118)	('model4-model5', 0.9319106668558542)
Sentence3826	('model1-model2', 0.9588729986080264)	('model1-model3', 0.9384947403579811)	('model1-model4', 0.9461357164166627)	('model1-model5', 0.9358592292834123)	('model2-model3', 0.9546645595800632)	('model2-model4', 0.961328998032972)	('model2-model5', 0.9635567743456164)	('model3-model4', 0.9857930616854664)	('model3-model5', 0.9593617944633493)	('model4-model5', 0.9365516018825727)
Sentence3827	('model1-model2', 0.9788942841296118)	('model1-model3', 0.9679039636038933)	('model1-model4', 0.9679039636038933)	('model1-model5', 0.9888371945745544)	('model2-model3', 0.9807022905587687)	('model2-model4', 0.9807022905587687)	('model2-model5', 0.9769507947078568)	('model3-model4', 1.0)	('model3-model5', 0.964519700436043)	('model4-model5', 0.964519700436043)
Sentence3828	('model1-model2', 1.0)	('model1-model3', 1.0)	('model1-model4', 1.0)	('model1-model5', 1.0)	('model2-model3', 1.0)	('model2-model4', 1.0)	('model2-model5', 1.0)	('model3-model4', 1.0)	('model3-model5', 1.0)	('model4-model5', 1.0)
Sentence3829	('model1-model2', 0.9823592158659723)	('model1-model3', 0.9684903249166693)	('model1-model4', 0.9816712472026182)	('model1-model5', 0.9774147575931745)	('model2-model3', 0.9748159678264801)	('model2-model4', 0.9851994241634672)	('model2-model5', 0.9784102459492593)	('model3-model4', 0.9800162337248939)	('model3-model5', 0.9870794924431716)	('model4-model5', 0.9831292975312114)
Sentence3830	('model1-model2', 0.9019487854313948)	('model1-model3', 0.9655172413793105)	('model1-model4', 0.9109802728222299)	('model1-model5', 0.9655172413793105)	('model2-model3', 0.9284766908852593)	('model2-model4', 0.8852533362759809)	('model2-model5', 0.9284766908852593)	('model3-model4', 0.9589266029707683)	('model3-model5', 1.0000000000000002)	('model4-model5', 0.9589266029707683)
Sentence3831	('model1-model2', 0.9519065428106415)	('model1-model3', 0.9519065428106415)	('model1-model4', 0.9483541308698521)	('model1-model5', 0.9031683183891662)	('model2-model3', 1.0000000000000002)	('model2-model4', 0.9967266687952026)	('model2-model5', 0.9113219198796617)	('model3-model4', 0.9967266687952026)	('model3-model5', 0.9113219198796617)	('model4-model5', 0.9072815843869143)
Sentence3832	('model1-model2', 0.9310808448458235)	('model1-model3', 0.917586205744696)	('model1-model4', 0.9716663059119119)	('model1-model5', 0.9138115486202572)	('model2-model3', 0.9636063357324863)	('model2-model4', 0.9199049251009973)	('model2-model5', 0.9787353428404093)	('model3-model4', 0.9398409713704331)	('model3-model5', 0.9731620760770627)	('model4-model5', 0.9060222340868871)
Sentence3833	('model1-model2', 0.987183226681737)	('model1-model3', 0.9894492637040069)	('model1-model4', 0.990079740878182)	('model1-model5', 0.9937739762973057)	('model2-model3', 0.9835363186084704)	('model2-model4', 0.9877332611286753)	('model2-model5', 0.9895336154888609)	('model3-model4', 0.9763043156305611)	('model3-model5', 0.9930369006957429)	('model4-model5', 0.9891744211879473)
Sentence3834	('model1-model2', 0.9965323469853182)	('model1-model3', 0.9986182919445165)	('model1-model4', 0.9959077447516613)	('model1-model5', 0.9993072392656592)	('model2-model3', 0.9948302664958183)	('model2-model4', 0.9921810471283717)	('model2-model5', 0.9958342938221201)	('model3-model4', 0.9931794114108721)	('model3-model5', 0.9978453102995047)	('model4-model5', 0.9951496049961235)
Sentence3835	('model1-model2', 0.9815424152500389)	('model1-model3', 0.9747936010404172)	('model1-model4', 0.9747936010404172)	('model1-model5', 0.9742963769744982)	('model2-model3', 0.9882130296780742)	('model2-model4', 0.9882130296780742)	('model2-model5', 0.9815766481357497)	('model3-model4', 0.9999999999999998)	('model3-model5', 0.9770084209183942)	('model4-model5', 0.9770084209183942)
Sentence3836	('model1-model2', 0.9721245691836367)	('model1-model3', 0.9747200330465948)	('model1-model4', 0.9560319020653187)	('model1-model5', 0.9432123925173526)	('model2-model3', 0.9546116364258586)	('model2-model4', 0.9592401090489563)	('model2-model5', 0.9369993123268793)	('model3-model4', 0.9350629452352467)	('model3-model5', 0.9523532664857334)	('model4-model5', 0.8968029736159122)
Sentence3837	('model1-model2', 0.9665913464648627)	('model1-model3', 0.9283552153451913)	('model1-model4', 0.9811788019753267)	('model1-model5', 0.9892988531086827)	('model2-model3', 0.9393133780467332)	('model2-model4', 0.9733817947848447)	('model2-model5', 0.9709919301844937)	('model3-model4', 0.9432178595972728)	('model3-model5', 0.9486342007132808)	('model4-model5', 0.9882844506633309)
Sentence3838	('model1-model2', 0.9726612521770408)	('model1-model3', 0.9824186260736842)	('model1-model4', 0.9443863482456856)	('model1-model5', 0.9830664807484066)	('model2-model3', 0.9621292711006739)	('model2-model4', 0.9326450474155363)	('model2-model5', 0.9579914098708618)	('model3-model4', 0.9368947589478819)	('model3-model5', 0.9713094755554033)	('model4-model5', 0.9514543347491895)
Sentence3839	('model1-model2', 0.9883871820243687)	('model1-model3', 0.981840050974003)	('model1-model4', 0.9848026635640342)	('model1-model5', 0.9931490721445114)	('model2-model3', 0.9722742599311264)	('model2-model4', 0.9890988379056767)	('model2-model5', 0.9863013785858852)	('model3-model4', 0.9803426401089962)	('model3-model5', 0.9723027057759074)	('model4-model5', 0.9863512257265189)
Sentence3840	('model1-model2', 0.7643373276198175)	('model1-model3', 0.9600202442854536)	('model1-model4', 0.9541794864831121)	('model1-model5', 0.9678966373008153)	('model2-model3', 0.7413980250346748)	('model2-model4', 0.734601338510924)	('model2-model5', 0.7374295680752553)	('model3-model4', 0.9950968351856836)	('model3-model5', 0.9920536222160846)	('model4-model5', 0.9902782778774968)
Sentence3841	('model1-model2', 0.9912337791950232)	('model1-model3', 0.9853662157766531)	('model1-model4', 0.9539162912429536)	('model1-model5', 0.9368467353398084)	('model2-model3', 0.9752117935675356)	('model2-model4', 0.9531896599681435)	('model2-model5', 0.9199405338867841)	('model3-model4', 0.9340998971776335)	('model3-model5', 0.95075995131556)	('model4-model5', 0.9236731479921085)
Sentence3842	('model1-model2', 0.937625703699073)	('model1-model3', 0.9486074124928153)	('model1-model4', 0.9502130611852307)	('model1-model5', 0.8724975907282002)	('model2-model3', 0.9106515967045518)	('model2-model4', 0.9123667841006408)	('model2-model5', 0.8700205096798329)	('model3-model4', 0.9861718736375976)	('model3-model5', 0.9097902694012955)	('model4-model5', 0.9034718915099161)
Sentence3843	('model1-model2', 0.9755588640493492)	('model1-model3', 0.997536207467956)	('model1-model4', 0.9953055640501292)	('model1-model5', 0.9693804683726155)	('model2-model3', 0.9581095984747137)	('model2-model4', 0.9758831006257648)	('model2-model5', 0.9657119932087802)	('model3-model4', 0.9898870080265696)	('model3-model5', 0.9607920956258671)	('model4-model5', 0.9666193362314198)
Sentence3844	('model1-model2', 0.9785720624642734)	('model1-model3', 0.9847284508032383)	('model1-model4', 0.9848914083365757)	('model1-model5', 0.9840168538712256)	('model2-model3', 0.9857540594964993)	('model2-model4', 0.9993056690539138)	('model2-model5', 0.9715452105082293)	('model3-model4', 0.9890314908462761)	('model3-model5', 0.9909924304103234)	('model4-model5', 0.9776431760985473)
Sentence3845	('model1-model2', 0.985395503227993)	('model1-model3', 0.9861651724571416)	('model1-model4', 0.9834065818946428)	('model1-model5', 0.9764596414447924)	('model2-model3', 0.9877500441158253)	('model2-model4', 0.9930868188276851)	('model2-model5', 0.9765806046708868)	('model3-model4', 0.9860848989638595)	('model3-model5', 0.9804075597395525)	('model4-model5', 0.9768126422080945)
Sentence3846	('model1-model2', 0.9737337161136408)	('model1-model3', 0.9827076298239908)	('model1-model4', 0.9737337161136408)	('model1-model5', 0.942857142857143)	('model2-model3', 0.9630868246861537)	('model2-model4', 1.0000000000000002)	('model2-model5', 0.9737337161136408)	('model3-model4', 0.9630868246861537)	('model3-model5', 0.9323123667560939)	('model4-model5', 0.9737337161136408)
Sentence3847	('model1-model2', 0.9963830802304458)	('model1-model3', 0.9964174027702897)	('model1-model4', 0.9980597811667407)	('model1-model5', 0.9967655622770414)	('model2-model3', 0.995077002047702)	('model2-model4', 0.993526178797419)	('model2-model5', 0.997871745800564)	('model3-model4', 0.9946422815675386)	('model3-model5', 0.9948150894676534)	('model4-model5', 0.9949832217008777)
Sentence3848	('model1-model2', 0.9985370512782493)	('model1-model3', 0.999595715619306)	('model1-model4', 0.9999999999999998)	('model1-model5', 0.9986280488657107)	('model2-model3', 0.9980952281548809)	('model2-model4', 0.9985370512782493)	('model2-model5', 0.9958639013460067)	('model3-model4', 0.999595715619306)	('model3-model5', 0.9982570860824919)	('model4-model5', 0.9986280488657107)
Sentence3849	('model1-model2', 0.9954306847815376)	('model1-model3', 0.9984215004684227)	('model1-model4', 0.999498456621538)	('model1-model5', 0.9964490834586658)	('model2-model3', 0.9935525422693305)	('model2-model4', 0.9943350610830773)	('model2-model5', 0.9924601049626913)	('model3-model4', 0.9981400105759446)	('model3-model5', 0.9946687881478403)	('model4-model5', 0.9950007338746811)
Sentence3850	('model1-model2', 0.952192060022409)	('model1-model3', 0.8887877187622228)	('model1-model4', 0.8887877187622228)	('model1-model5', 0.9515236577553171)	('model2-model3', 0.9544271444636665)	('model2-model4', 0.9544271444636665)	('model2-model5', 0.9897680705970555)	('model3-model4', 0.9999999999999998)	('model3-model5', 0.9484027470173051)	('model4-model5', 0.9484027470173051)
Sentence3851	('model1-model2', 0.9702693410297264)	('model1-model3', 0.9698936801750843)	('model1-model4', 0.9681358401758754)	('model1-model5', 0.9802331051071419)	('model2-model3', 0.9855808300169654)	('model2-model4', 0.972254376069746)	('model2-model5', 0.982729454327844)	('model3-model4', 0.9723815849264461)	('model3-model5', 0.9824477573799852)	('model4-model5', 0.971079383512041)
Sentence3852	('model1-model2', 0.8460805226842878)	('model1-model3', 0.9240630981830099)	('model1-model4', 0.9229937183587945)	('model1-model5', 0.8770111809634702)	('model2-model3', 0.885555261496787)	('model2-model4', 0.8438705779531265)	('model2-model5', 0.9615505067224381)	('model3-model4', 0.9754878659299545)	('model3-model5', 0.9387398604667203)	('model4-model5', 0.9153857298880941)
Sentence3853	('model1-model2', 0.9034458867493048)	('model1-model3', 0.9068581649112225)	('model1-model4', 0.9038088144140198)	('model1-model5', 0.8920129503511035)	('model2-model3', 0.9977753031397176)	('model2-model4', 0.9943420128721627)	('model2-model5', 0.7735900454643649)	('model3-model4', 0.9963072923846817)	('model3-model5', 0.7718690421190747)	('model4-model5', 0.7628029739203639)
Sentence3854	('model1-model2', 0.978164048890602)	('model1-model3', 0.9789399623465305)	('model1-model4', 0.9789399623465305)	('model1-model5', 0.993146898520907)	('model2-model3', 0.9800678522040491)	('model2-model4', 0.9800678522040491)	('model2-model5', 0.9786350945841091)	('model3-model4', 1.0000000000000002)	('model3-model5', 0.9770188016766609)	('model4-model5', 0.9770188016766609)
Sentence3855	('model1-model2', 0.982749575134048)	('model1-model3', 0.989059789399452)	('model1-model4', 0.9945289461421535)	('model1-model5', 0.9771149087101028)	('model2-model3', 0.9918660476684469)	('model2-model4', 0.9790772051424195)	('model2-model5', 0.9697514231833373)	('model3-model4', 0.983517411391547)	('model3-model5', 0.9681585273279116)	('model4-model5', 0.9772555997221856)
Sentence3856	('model1-model2', 0.993330629834973)	('model1-model3', 0.9917950181931648)	('model1-model4', 0.9898000680018377)	('model1-model5', 0.9817519691949826)	('model2-model3', 0.995357596134364)	('model2-model4', 0.9976749476527789)	('model2-model5', 0.9929102851730963)	('model3-model4', 0.9961558382855606)	('model3-model5', 0.9861643497354011)	('model4-model5', 0.9920869939792787)
Sentence3857	('model1-model2', 0.9875344402494609)	('model1-model3', 0.9957549724767513)	('model1-model4', 0.9775375346430282)	('model1-model5', 0.991502741399481)	('model2-model3', 0.9919295186297031)	('model2-model4', 0.987945326358375)	('model2-model5', 0.9835666399899209)	('model3-model4', 0.9785268651380433)	('model3-model5', 0.995614207600484)	('model4-model5', 0.9674012565357155)
Sentence3858	('model1-model2', 0.945606328046739)	('model1-model3', 0.9323830285571679)	('model1-model4', 0.9380425755768016)	('model1-model5', 0.9313897913528527)	('model2-model3', 0.9703746560006152)	('model2-model4', 0.9571510463037958)	('model2-model5', 0.9792391473723449)	('model3-model4', 0.9605935200133914)	('model3-model5', 0.9670840167702386)	('model4-model5', 0.951048951048951)
Sentence3859	('model1-model2', 0.9742746190571856)	('model1-model3', 0.950784859920288)	('model1-model4', 0.9562470376145302)	('model1-model5', 0.9697199839315849)	('model2-model3', 0.9599901610552204)	('model2-model4', 0.9762176564809684)	('model2-model5', 0.9647597546513467)	('model3-model4', 0.9270447252769428)	('model3-model5', 0.9590361986351709)	('model4-model5', 0.9380326943279894)
Sentence3860	('model1-model2', 0.8028169014084506)	('model1-model3', 0.5613009991539919)	('model1-model4', 0.5613009991539919)	('model1-model5', 0.5613009991539919)	('model2-model3', 0.9165547960868982)	('model2-model4', 0.9165547960868982)	('model2-model5', 0.9165547960868982)	('model3-model4', 1.0000000000000002)	('model3-model5', 1.0000000000000002)	('model4-model5', 1.0000000000000002)
Sentence3861	('model1-model2', 0.9968773916207824)	('model1-model3', 0.9995613982412416)	('model1-model4', 0.998369841293465)	('model1-model5', 0.9959109995967929)	('model2-model3', 0.9958773871196608)	('model2-model4', 0.9990239181109487)	('model2-model5', 0.9973390407361344)	('model3-model4', 0.9972788357766255)	('model3-model5', 0.9956863542612603)	('model4-model5', 0.9971111774810884)
Sentence3862	('model1-model2', 0.7749130248475833)	('model1-model3', 0.9569874167536978)	('model1-model4', 0.9529443846501426)	('model1-model5', 0.9179667050608388)	('model2-model3', 0.8422252871669398)	('model2-model4', 0.7983416546757167)	('model2-model5', 0.7525494303773609)	('model3-model4', 0.9818233652768846)	('model3-model5', 0.9386526258613962)	('model4-model5', 0.9167123026245109)
Sentence3863	('model1-model2', 0.9446173096895504)	('model1-model3', 0.9821814489242656)	('model1-model4', 0.950887455829797)	('model1-model5', 0.9722044671709086)	('model2-model3', 0.958490589858146)	('model2-model4', 0.9133060434060012)	('model2-model5', 0.9369916176318535)	('model3-model4', 0.9478838581667234)	('model3-model5', 0.9685655444536908)	('model4-model5', 0.9699314102145037)
Sentence3864	('model1-model2', 0.9872177725716266)	('model1-model3', 1.0)	('model1-model4', 1.0)	('model1-model5', 0.985413490446198)	('model2-model3', 0.9872177725716266)	('model2-model4', 0.9872177725716266)	('model2-model5', 0.9837109645622838)	('model3-model4', 1.0)	('model3-model5', 0.985413490446198)	('model4-model5', 0.985413490446198)
Sentence3865	('model1-model2', 0.9825024748690515)	('model1-model3', 1.0)	('model1-model4', 0.9922820048663862)	('model1-model5', 0.9748374198673766)	('model2-model3', 0.9825024748690515)	('model2-model4', 0.9837711364056211)	('model2-model5', 0.9814800988676933)	('model3-model4', 0.9922820048663862)	('model3-model5', 0.9748374198673766)	('model4-model5', 0.9767410038007757)
Sentence3866	('model1-model2', 0.9973306947389691)	('model1-model3', 0.9938796471956985)	('model1-model4', 0.9975066824413007)	('model1-model5', 0.9962559849386038)	('model2-model3', 0.9960774116062192)	('model2-model4', 0.9955215829810256)	('model2-model5', 0.9989604989604989)	('model3-model4', 0.9931132546346614)	('model3-model5', 0.9950843134889648)	('model4-model5', 0.9965447295205744)
Sentence3867	('model1-model2', 0.9147047731381863)	('model1-model3', 0.9156369186699134)	('model1-model4', 0.9287944773513827)	('model1-model5', 0.9252423436567376)	('model2-model3', 0.9748962971269867)	('model2-model4', 0.9718862586675361)	('model2-model5', 0.983771248347141)	('model3-model4', 0.994305384476229)	('model3-model5', 0.9824212513741317)	('model4-model5', 0.9891544061633701)
Sentence3868	('model1-model2', 0.9776704411670212)	('model1-model3', 0.9824367184020584)	('model1-model4', 0.9810713340532188)	('model1-model5', 0.973976873195715)	('model2-model3', 0.9913996236775569)	('model2-model4', 0.9907281121306865)	('model2-model5', 0.9927735615810525)	('model3-model4', 0.9990969147165734)	('model3-model5', 0.9881545564476443)	('model4-model5', 0.9874293132864029)
Sentence3869	('model1-model2', 0.9803358031568284)	('model1-model3', 0.9943252716418319)	('model1-model4', 0.9943252716418319)	('model1-model5', 1.0)	('model2-model3', 0.9820779199311664)	('model2-model4', 0.9820779199311664)	('model2-model5', 0.9803358031568284)	('model3-model4', 1.0000000000000002)	('model3-model5', 0.9943252716418319)	('model4-model5', 0.9943252716418319)
Sentence3870	('model1-model2', 0.9897745896480099)	('model1-model3', 0.9814161479924817)	('model1-model4', 0.9852134634517097)	('model1-model5', 0.9809289323661462)	('model2-model3', 0.9752342909601908)	('model2-model4', 0.9822488716413803)	('model2-model5', 0.9838007885849335)	('model3-model4', 0.9902115127627488)	('model3-model5', 0.9787896592630575)	('model4-model5', 0.9883507445928265)
Sentence3871	('model1-model2', 0.9935503244541728)	('model1-model3', 0.9901594863503286)	('model1-model4', 0.9929629023236997)	('model1-model5', 0.9963792978713543)	('model2-model3', 0.992953370289037)	('model2-model4', 0.9933586121899097)	('model2-model5', 0.9947100341044378)	('model3-model4', 0.995218349002307)	('model3-model5', 0.9922745455670149)	('model4-model5', 0.9938755954697435)
Sentence3872	('model1-model2', 0.9128709291752769)	('model1-model3', 0.9486452982788919)	('model1-model4', 0.968760156386246)	('model1-model5', 0.9630530186944182)	('model2-model3', 0.9208002538151798)	('model2-model4', 0.9403246919632545)	('model2-model5', 0.9515431243517394)	('model3-model4', 0.9652474004271192)	('model3-model5', 0.956452404883039)	('model4-model5', 0.9899318950283524)
Sentence3873	('model1-model2', 0.9794812835476613)	('model1-model3', 0.9813986226797033)	('model1-model4', 0.9817617303998563)	('model1-model5', 0.9891068226783932)	('model2-model3', 0.9899770578553816)	('model2-model4', 0.9809097148885905)	('model2-model5', 0.988702235623636)	('model3-model4', 0.9841371809764629)	('model3-model5', 0.9837118282226586)	('model4-model5', 0.9857291002722179)
Sentence3874	('model1-model2', 0.992200506123637)	('model1-model3', 0.9684830475746746)	('model1-model4', 0.9589122862529214)	('model1-model5', 0.9796528854254836)	('model2-model3', 0.982726730626345)	('model2-model4', 0.9723895347867519)	('model2-model5', 0.9849881852202423)	('model3-model4', 0.9751427896258422)	('model3-model5', 0.9878343852072848)	('model4-model5', 0.9754898223289251)
Sentence3875	('model1-model2', 0.9823702885621616)	('model1-model3', 0.988600412445874)	('model1-model4', 0.9953881277572212)	('model1-model5', 0.9924940306596105)	('model2-model3', 0.9958986165246794)	('model2-model4', 0.9823023149005154)	('model2-model5', 0.9737062185046744)	('model3-model4', 0.9830723177584405)	('model3-model5', 0.9767053803893907)	('model4-model5', 0.9960283492070917)
Sentence3876	('model1-model2', 0.9963619714157422)	('model1-model3', 0.9930099796653936)	('model1-model4', 1.0)	('model1-model5', 0.9995983414901181)	('model2-model3', 0.9894697317888829)	('model2-model4', 0.9963619714157422)	('model2-model5', 0.9947646926201594)	('model3-model4', 0.9930099796653936)	('model3-model5', 0.9923040225510812)	('model4-model5', 0.9995983414901181)
Sentence3877	('model1-model2', 1.0000000000000002)	('model1-model3', 0.996074199119531)	('model1-model4', 1.0000000000000002)	('model1-model5', 0.9529857387085173)	('model2-model3', 0.996074199119531)	('model2-model4', 1.0000000000000002)	('model2-model5', 0.9529857387085173)	('model3-model4', 0.996074199119531)	('model3-model5', 0.9483326481409007)	('model4-model5', 0.9529857387085173)
Sentence3878	('model1-model2', 0.9946886242963169)	('model1-model3', 0.9973252231730011)	('model1-model4', 0.98746202801495)	('model1-model5', 0.9897460327906209)	('model2-model3', 0.9957186347728014)	('model2-model4', 0.996248921136628)	('model2-model5', 0.9912778165257298)	('model3-model4', 0.9923864679935755)	('model3-model5', 0.996327448900938)	('model4-model5', 0.9953612756256378)
Sentence3879	('model1-model2', 0.9259914502924383)	('model1-model3', 0.8536733712129946)	('model1-model4', 0.7761915370610327)	('model1-model5', 0.938066947468388)	('model2-model3', 0.97211059338254)	('model2-model4', 0.9460554095310956)	('model2-model5', 0.9836822275749098)	('model3-model4', 0.971756464978781)	('model3-model5', 0.9631578560129989)	('model4-model5', 0.927985310216511)
Sentence3880	('model1-model2', 0.9319509937717737)	('model1-model3', 0.8782753106899461)	('model1-model4', 0.924241430699913)	('model1-model5', 0.9006993167862731)	('model2-model3', 0.9087071468862308)	('model2-model4', 0.9533868915007675)	('model2-model5', 0.9507142085618174)	('model3-model4', 0.9116552992306822)	('model3-model5', 0.8456373715148616)	('model4-model5', 0.9699979381421386)
